id,original_language,title,genre_list,cast_list,crew_list,comp_list
5559,en,Bee Movie,Family Animation Adventure Comedy ,BarryB.Benson VanessaBloome Narrator/GraduationAnnouncer(voice) ,Steve Hickner,PacificDataImages(PDI) DreamWorksAnimation Columbus81Productions 
49444,en,Kung Fu Panda 2,Animation Family ,Po(voice) Tigress(voice) Shifu(voice) ,Jennifer Yuh Nelson,DreamWorksAnimation 
10196,en,The Last Airbender,Action Adventure Family Fantasy ,Aang Katara Sokka ,M. Night Shyamalan,"ParamountPictures NickelodeonMovies Kennedy/MarshallCompany,The IndustrialLight&Magic(ILM) BlindingEdgePictures "
956,en,Mission: Impossible III,Adventure Action Thriller ,EthanHunt OwenDavian LutherStickell ,J.J. Abrams,ParamountPictures Cruise/WagnerProductions StudioBabelsberg MI3Film ChinaFilmCo-ProductionCorporation ChinaFilmGroupCorporation(CFGC) TheFourthProductionCompanyFilmGroup 
117251,en,White House Down,Action Drama Thriller ,Cale PresidentJamesSawyer Emily ,Roland Emmerich,ColumbiaPictures CentropolisEntertainment IronHorseEntertainment(II) MythologyEntertainment(II) 
50321,en,Mars Needs Moms,Adventure Animation Family ,Milo(voice) Mom(voice) Gribble(voice) ,Simon Wells,WaltDisneyAnimationStudios 
11619,en,Flushed Away,Adventure Animation Comedy Family ,Roddy Rita TheToad ,David Bowers,AardmanAnimations DreamWorksAnimation 
266647,en,Pan,Adventure Family Fantasy ,PeterPan JamesHook Blackbeard ,Joe Wright,WarnerBros. MovingPictureCompany(MPC) BerlantiProductions RatPac-DuneEntertainment 
82703,en,Mr. Peabody & Sherman,Animation Adventure Family ,Mr.Peabody(voice) Sherman(voice) PennyPeterson(voice) ,Rob Minkoff,PacificDataImages(PDI) DreamWorksAnimation ClassicMediaProductions BullwinkleStudios 
652,en,Troy,Adventure Drama War ,Achilles Paris Hector ,Wolfgang Petersen,PlanBEntertainment WarnerBros. NimarStudios RadiantProductions HelenaProductions LatinaPictures 
80321,en,Madagascar 3: Europe's Most Wanted,Animation Family ,Alex(voice) KingJulienXIII(voice) Melman(voice) ,Conrad Vernon,DreamWorksAnimation 
36669,en,Die Another Day,Adventure Action Thriller ,JamesBond JinxJohnson MirandaFrost ,Lee Tamahori,EonProductions 
43074,en,Ghostbusters,Action Fantasy Comedy ,AbbyYates ErinGilbert JillianHoltzmann ,Paul Feig,"ColumbiaPictures VillageRoadshowPictures MontecitoPictureCompany,The LStarCapital FeigcoEntertainment PascalPictures Ghostcorps "
95,en,Armageddon,Action Thriller Science Fiction Adventure ,"HarryS.Stamper DanTruman,NASAAdministrator A.J.Frost ",Michael Bay,JerryBruckheimerFilms TouchstonePictures ValhallaMotionPictures 
608,en,Men in Black II,Action Adventure Comedy Science Fiction ,"KevinBrown,AgentKay AgentJay Zed ",Barry Sonnenfeld,ColumbiaPictures AmblinEntertainment ColumbiaPicturesCorporation Parkes+MacDonaldImageNation 
2310,en,Beowulf,Adventure Action Animation ,Beowulf/GoldenMan/Dragon Grendel'sMother Hrothgar ,Robert Zemeckis,ParamountPictures Shangri-LaEntertainment ImageMovers ParamountAnimation 
140300,en,Kung Fu Panda 3,Action Adventure Animation Comedy Family ,Po(voice) Li(voice) Shifu(voice) ,Jennifer Yuh Nelson,TwentiethCenturyFoxFilmCorporation DreamWorksAnimation ChinaFilmCo. OrientalDreamWorks 
56292,en,Mission: Impossible - Ghost Protocol,Action Thriller Adventure ,EthanHunt Brandt BenjiDunn ,Brad Bird,ParamountPictures SkydanceProductions BadRobot TCProductions RevolutionSunStudios KontseptFilmCompany 
81188,en,Rise of the Guardians,Fantasy Animation Family ,JackFrost(voice) North(voice) Pitch(voice) ,Peter Ramsey,DreamWorksAnimation 
7552,en,Fun with Dick and Jane,Comedy ,DickHarper JaneHarper JackMcCallister ,Dean Parisot,ImagineEntertainment ColumbiaPicturesCorporation JC23Entertainment 
616,en,The Last Samurai,Drama Action War History ,CaptainNathanAlgren Katsumoto WinchesterRep ,Edward Zwick,"Cruise/WagnerProductions WarnerBros. RadarPictures BedfordFallsCompany,The "
147441,en,Exodus: Gods and Kings,Adventure Drama Action ,Moses RamsesII SethosI ,Ridley Scott,ScottFreeProductions CherninEntertainment Babieka VolcanoFilms 
13475,en,Star Trek,Science Fiction Action Adventure ,JamesT.Kirk Spock SpockPrime ,J.J. Abrams,ParamountPictures SpyglassEntertainment BadRobot MavroCinePicturesGmbH&Co.KG 
557,en,Spider-Man,Fantasy Action ,PeterParker/Spider-Man NormanOsborn/GreenGoblin MaryJaneWatson ,Sam Raimi,ColumbiaPictures MarvelEnterprises 
82702,en,How to Train Your Dragon 2,Fantasy Action Adventure Animation Comedy Family ,Hiccup(voice) StoicktheVast(voice) Ruffnut(voice) ,Dean DeBlois,DreamWorksAnimation MadHatterEntertainment 
205584,en,Gods of Egypt,Fantasy ,Bek Horus Set ,Alex Proyas,SummitEntertainment MysteryClockCinema ThunderRoadPictures TIKFilms Pyramania 
10048,en,Stealth,Action ,Lt.BenGannon Lt.KaraWade Lt.HenryPurcell ,Rob Cohen,LauraZiskinProductions OriginalFilm ColumbiaPicturesCorporation PhoenixPictures AFGTalonsProductions 
13183,en,Watchmen,Action Mystery Science Fiction ,LaurieJupiter/SilkSpectreII JonOsterman/Dr.Manhattan SallyJupiter/SilkSpectre ,Zack Snyder,ParamountPictures DCComics LawrenceGordonProductions LegendaryPictures WarnerBros. CruelandUnusualFilms 
944,en,Lethal Weapon 4,Action Adventure Comedy Crime Thriller ,MartinRiggs RogerMurtaugh LeoGetz ,Richard Donner,SilverPictures Donner/Shuler-DonnerProductions WarnerBros. 
1927,en,Hulk,Drama Action Science Fiction ,"BruceBanner/TheHulk BettyRoss ThaddeusE.""Thunderbolt""Ross ",Ang Lee,UniversalPictures GoodMachine ValhallaMotionPictures MarvelEnterprises 
72559,en,G.I. Joe: Retaliation,Adventure Action Science Fiction Thriller ,MarvinHinton/Roadblock DashiellFaireborn/Flint JayeBurnett/LadyJaye ,Jon M. Chu,ParamountPictures DiBonaventuraPictures Hasbro SkydanceProductions Metro-Goldwyn-Mayer(MGM) SaintsLA 
7364,en,Sahara,Action Adventure Comedy Drama Mystery ,DirkPitt EvaRojas AlGiordino ,Breck Eisner,ParamountPictures BristolBayProductions BaldwinEntertainmentGroup DesertlandsEntertainment MaceNeufeldProductions Kanzaman J.K.LivinProductions Moguletta SaharaProductions BabelsbergFilm 
2114,en,Final Fantasy: The Spirits Within,Adventure Action Animation Fantasy Science Fiction Thriller ,Dr.Cid(voice) Dr.AkiRoss(voice) Cap.GrayEdwards(voice) ,Hironobu Sakaguchi,ColumbiaPictures SquareUSA ChrisLeeProductions 
1771,en,Captain America: The First Avenger,Action Adventure Science Fiction ,SteveRogers/CaptainAmerica JohannSchmidt/RedSkull Col.ChesterPhillips ,Joe Johnston,MarvelStudios 
36643,en,The World Is Not Enough,Adventure Action Thriller ,JamesBond ElektraKing Renard ,Michael Apted,EonProductions Metro-Goldwyn-Mayer(MGM) 
8619,en,Master and Commander: The Far Side of the World,Adventure ,CaptainJackAubrey Dr.StephenMaturin 1stLt.TomPullings ,Peter Weir,UniversalPictures TwentiethCenturyFoxFilmCorporation SamuelGoldwynFilms Miramax 
50620,en,The Twilight Saga: Breaking Dawn - Part 2,Adventure Fantasy Drama Romance ,Isabella'Bella'Swan EdwardCullen JacobBlack ,Bill Condon,SummitEntertainment SunsweptEntertainment TempleHillEntertainment 
65759,en,Happy Feet Two,Animation Comedy Family ,Mumble(voice) Ramon/Lovelace(voice) Gloria(voice) ,George Miller,VillageRoadshowPictures WarnerBros. DrDStudios KennedyMillerMitchell 
1724,en,The Incredible Hulk,Science Fiction Action Adventure ,BruceBanner/TheHulk BettyRoss EmilBlonsky/Abomination ,Louis Leterrier,UniversalPictures MarvelStudios ValhallaMotionPictures MVLIncredibleProductions 
267935,en,The BFG,Adventure Family Fantasy ,Sophie TheBFG Mary ,Steven Spielberg,"WaltDisneyPictures AmblinEntertainment RelianceEntertainment Kennedy/MarshallCompany,The WaldenMedia "
281957,en,The Revenant,Western Drama Adventure Thriller ,HughGlass JohnFitzgerald JimBridger ,Alejandro González Iñárritu,RegencyEnterprises AppianWay CatchPlay AnonymousContent NewRegencyPictures HongKongAlphaMotionPicturesCo. RatPacEntertainment MProductions MonarchyEnterprisesS.a.r.l. 
77950,en,Turbo,Animation Family ,Turbo(voice) Chet(voice) Tito(voice) ,David Soren,DreamWorksAnimation 
44896,en,Rango,Animation Comedy Family Western Adventure ,Rango(voice) Beans(Voice) TortoiseJohn(voice) ,Gore Verbinski,ParamountPictures NickelodeonMovies GKFilms BlindWink ParamountAnimation 
270946,en,Penguins of Madagascar,Family Animation Adventure Comedy ,Skipper(voice) Kowalski(voice) Private(voice) ,Eric Darnell,DreamWorksAnimation 
2503,en,The Bourne Ultimatum,Action Drama Mystery Thriller ,JasonBourne NickyParsons NoahVosen ,Paul Greengrass,UniversalPictures TheKennedy/MarshallCompany LudlumEntertainment MotionPictureBETAProduktionsgesellschaft BourneAgain 
9502,en,Kung Fu Panda,Adventure Animation Family Comedy ,Po(voice) Shifu(voice) MasterTigress(voice) ,Mark Osborne,DreamWorksAnimation 
102899,en,Ant-Man,Science Fiction Action Adventure ,ScottLang/Ant-Man Dr.HankPym HopevanDyne ,Peyton Reed,MarvelStudios 
101299,en,The Hunger Games: Catching Fire,Adventure Action Science Fiction ,KatnissEverdeen PeetaMellark GaleHawthorne ,Francis Lawrence,Lionsgate ColorForce 
228161,en,Home,Fantasy Comedy Animation Science Fiction Family ,Oh(voice) Gratuity'Tip'Tucci(voice) CapitainSmek(voice) ,Tim Johnson,TwentiethCenturyFoxFilmCorporation DreamWorksAnimation 
74,en,War of the Worlds,Adventure Thriller Science Fiction ,RayFerrier RachelFerrier Mary-Ann ,Steven Spielberg,ParamountPictures DreamWorksSKG Cruise/WagnerProductions AmblinEntertainment 
8961,en,Bad Boys II,Adventure Action Comedy Thriller Crime ,DetectiveMarcusBurnett DetectiveMikeLowrey HectorJuanCarlos'Johnny'Tapia ,Michael Bay,ColumbiaPicturesCorporation DonSimpson/JerryBruckheimerFilms 
417859,en,Puss in Boots,Action Adventure Animation Family Fantasy ,PussinBoots(voice) KittySoftpaws(voice) HumptyDumpty(voice) ,Chris Miller,DreamWorks 
27576,en,Salt,Action Mystery Thriller ,EvelynSalt TheodoreWinter DarrylPeabody ,Phillip Noyce,ColumbiaPictures DiBonaventuraPictures RelativityMedia WintergreenProductions 
86834,en,Noah,Drama Adventure ,Noah Naameh Ila ,Darren Aronofsky,ParamountPictures RegencyEnterprises ProtozoaPictures DisruptionEntertainment 
17578,en,The Adventures of Tintin,Adventure Animation Mystery ,Tintin(voice) CaptainHaddock/SirFrancisHaddock(voice) Sakharine/RedRackham(voice) ,Steven Spielberg,"ParamountPictures ColumbiaPictures WingNutFilms AmblinEntertainment NickelodeonMovies Kennedy/MarshallCompany,The HemisphereMediaCapital "
673,en,Harry Potter and the Prisoner of Azkaban,Adventure Fantasy Family ,HarryPotter RonWeasley HermioneGranger ,Alfonso Cuarón,1492Pictures Heydayfilms WarnerBros. 
6972,en,Australia,Drama ,LadySarahAshley TheDrover Katherine ,Baz Luhrmann,BazmarkFilms IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation DuneEntertainmentIII ScreenWest 
82700,en,After Earth,Science Fiction Action Adventure ,KitaiRaige CypherRaige FaiaRaige ,M. Night Shyamalan,ColumbiaPictures BlindingEdgePictures OverbrookEntertainment 
10567,en,Dinosaur,Animation Family ,Aladar(voice) Plio(voice) Yar(voice) ,Ralph Zondag,WaltDisneyPictures WaltDisneyFeatureAnimation 
181533,en,Night at the Museum: Secret of the Tomb,Adventure Comedy Fantasy Family ,LarryDaley Ahkmenrah Tilly ,Shawn Levy,TwentiethCenturyFoxFilmCorporation 1492Pictures 21LapsEntertainment MovingPictureCompany(MPC) TSGEntertainment 
38055,en,Megamind,Animation Action Comedy Family Science Fiction ,Megamind(voice) MetroMan(voice) RoxanneRitchi(voice) ,Tom McGrath,DreamWorksAnimation 
671,en,Harry Potter and the Philosopher's Stone,Adventure Fantasy Family ,HarryPotter RonWeasley HermioneGranger ,Chris Columbus,1492Pictures WarnerBros. HeydayFilms 
49524,en,R.I.P.D.,Fantasy Action Comedy Crime ,RoyPulsipher NickWalker BobbyHayes ,Robert Schwentke,UniversalPictures OriginalFilm DarkHorseEntertainment 
22,en,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure Fantasy Action ,CaptainJackSparrow CaptainHectorBarbossa WillTurner ,Gore Verbinski,WaltDisneyPictures JerryBruckheimerFilms 
131631,en,The Hunger Games: Mockingjay - Part 1,Science Fiction Adventure Thriller ,KatnissEverdeen PeetaMellark GaleHawthorne ,Francis Lawrence,Lionsgate ColorForce 
591,en,The Da Vinci Code,Thriller Mystery ,RobertLangdon SophieNeveu SirLeighTeabing ,Ron Howard,ColumbiaPictures ImagineEntertainment SkylarkProductions GovernmentofMalta 
172385,en,Rio 2,Animation Adventure Comedy Family ,Blu(voice) Jewel(voice) Linda(voice) ,Carlos Saldanha,BlueSkyStudios TwentiethCenturyFoxAnimation 
36658,en,X2,Adventure Action Science Fiction Thriller ,CharlesXavier/ProfessorX Logan/Wolverine EricLensherr/Magneto ,Bryan Singer,TwentiethCenturyFoxFilmCorporation Donners'Company BadHatHarryProductions MarvelEnterprises XM2Productions XF2CanadaProductions 
51497,en,Fast Five,Action Thriller Crime ,DominicToretto BrianO'Conner MiaToretto ,Justin Lin,UniversalPictures OriginalFilm OneRaceProductions 
58574,en,Sherlock Holmes: A Game of Shadows,Adventure Action Crime Mystery ,SherlockHolmes Dr.JohnWatson ProfessorJamesMoriarty ,Guy Ritchie,VillageRoadshowPictures SilverPictures LinPictures WarnerBros. WigramProductions 
18823,en,Clash of the Titans,Adventure Fantasy Action ,Perseus Zeus Hades ,Louis Leterrier,TheZanuckCompany LegendaryPictures ThunderRoadPictures WarnerBros. MovingPictureCompany(MPC) 
861,en,Total Recall,Action Adventure Science Fiction ,DouglasQuaid/Hauser Lori Melina ,Paul Verhoeven,TriStarPictures CarolcoPictures CarolcoInternationalN.V. 
1911,en,The 13th Warrior,Adventure Fantasy Action ,AhmadIbnFadlān Buliwyf HergertheJoyous ,John McTiernan,TouchstonePictures 
49040,en,The Bourne Legacy,Action Thriller ,AaronCross Dr.MartaShearing Byer ,Tony Gilroy,"UniversalPictures Dentsu RelativityMedia Kennedy/MarshallCompany,The CaptivateEntertainment "
415,en,Batman & Robin,Action Crime Fantasy ,BruceWayne/Batman DickGrayson/Robin Dr.VictorFries/Mr.Freeze ,Joel Schumacher,PolyGramFilmedEntertainment WarnerBros. 
8871,en,How the Grinch Stole Christmas,Family Comedy Fantasy ,Grinch CindyLouWho MayorAugustusMaywho ,Ron Howard,ImagineEntertainment UniversalPictures 
435,en,The Day After Tomorrow,Action Adventure Science Fiction Thriller ,JackHall SamHall LauraChapman ,Roland Emmerich,LionsGateFilms TwentiethCenturyFoxFilmCorporation CentropolisEntertainment MarkGordonProductions Mel'sCiteduCinema 
955,en,Mission: Impossible II,Adventure Action Thriller ,EthanHunt SeanAmbrose NyahNordoff-Hall ,John Woo,ParamountPictures Cruise/WagnerProductions MunichFilmPartners&Company(MFP)MI2Productions 
2133,en,The Perfect Storm,Drama ,"Capt.BillyTyne BobbyShatford Christina""Chris""Cotter ",Wolfgang Petersen,WarnerBros. BaltimoreSpringCreekProductions RadiantProductions 
1979,en,Fantastic 4: Rise of the Silver Surfer,Adventure Fantasy Action Thriller ,ReedRichards/Mr.Fantastic SueRichards/InvisibleWoman JohnnyStorm/HumanTorch ,Tim Story,IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation 1492Pictures DuneEntertainment ConstantinFilmProduktion BerndEichingerProductions MarvelEnterprises 
87827,en,Life of Pi,Adventure Drama Action ,PiPatel(16/17Years) PiPatel(Adult) PiPatel(11/12Years) ,Ang Lee,IngeniousFilmPartners IngeniousMedia DuneEntertainment Fox2000Pictures BigScreenProductions HaishangFilms 
1250,en,Ghost Rider,Thriller Action Fantasy Horror ,JohnnyBlaze/GhostRider RoxanneSimpson Blackheart/BlackKing ,Mark Steven Johnson,ColumbiaPicturesCorporation RelativityMedia MichaelDeLucaProductions MarvelEnterprises CrystalSkyPictures GHOne VengeanceProductionsPty.Ltd. 
324668,en,Jason Bourne,Action Thriller ,JasonBourne HeatherLee RobertDewey ,Paul Greengrass,TheKennedy/MarshallCompany CaptivateEntertainment PearlStreetFilms DoubleNegative PerfectWorld(Beijing)PicturesCo. 
9471,en,Charlie's Angels: Full Throttle,Action Adventure Comedy ,NatalieCook DylanSanders AlexMunday ,McG,ColumbiaPictures WonderlandSoundandVision TallTreesProductions FlowerFilms(II) 
70981,en,Prometheus,Science Fiction Adventure Mystery ,Dr.ElizabethShaw David PeterWeyland ,Ridley Scott,TwentiethCenturyFoxFilmCorporation DuneEntertainment ScottFreeProductions BrandywineProductions 
10996,en,Stuart Little 2,Family Adventure Animation Comedy ,StuartLittle(voice) Mrs.EleanorLittle Mr.FrederickLittle ,Rob Minkoff,ColumbiaPictures SonyPicturesEntertainment 
68724,en,Elysium,Science Fiction Action Drama Thriller ,Max Delacourt Kruger ,Neill Blomkamp,TriStarPictures MediaRightsCapital SonyPicturesEntertainment(SPE) QEDInternational AlphaCore GenreFilms SimonKinbergProductions 
2789,en,The Chronicles of Riddick,Action Science Fiction ,Riddick DameVaako Vaako ,David Twohy,OneRaceFilms RadarPictures 
97020,en,RoboCop,Action Science Fiction ,RoboCop Norton RaymondSellars ,José Padilha,ColumbiaPictures StrikeEntertainment Metro-Goldwyn-Mayer(MGM) 
7459,en,Speed Racer,Action Family Science Fiction ,SpeedRacer Trixie RacerX ,Lilly Wachowski,VillageRoadshowPictures StudioBabelsberg AnarchosProductions SilverPictures WarnerBros. VelocityProductions 
42888,en,How Do You Know,Comedy Drama Romance ,LisaJorgenson George Manny ,James L. Brooks,ColumbiaPictures GracieFilms RoadRebel 
37834,en,Knight and Day,Action Comedy ,RoyMiller JuneHavens Fitzgerald ,James Mangold,TreeLineFilms TwentiethCenturyFoxFilmCorporation DuneEntertainment RegencyEnterprises PinkMachine 
75612,en,Oblivion,Action Science Fiction Adventure Mystery ,JackHarper MalcolmBeech JuliaRusakovaHarper ,Joseph Kosinski,UniversalPictures CherninEntertainment RelativityMedia MonolithPictures(III) RadicalStudios 
1895,en,Star Wars: Episode III - Revenge of the Sith,Science Fiction Adventure Action ,Obi-WanKenobi PadméAmidala AnakinSkywalker/DarthVader ,George Lucas,Lucasfilm 
1894,en,Star Wars: Episode II - Attack of the Clones,Adventure Action Science Fiction ,ObiWanKenobi PadméAmidala AnakinSkywalker ,George Lucas,Lucasfilm 
585,en,"Monsters, Inc.",Animation Comedy Family ,Sullivan(voice) Mike(voice) Boo(voice) ,Pete Docter,WaltDisneyPictures PixarAnimationStudios 
76170,en,The Wolverine,Action Science Fiction Adventure Fantasy ,Logan/Wolverine Shingen JeanGrey/Phoenix ,James Mangold,TwentiethCenturyFoxFilmCorporation Donners'Company MarvelEntertainment BadHatHarryProductions BigScreenProductions TSGEntertainment 
1893,en,Star Wars: Episode I - The Phantom Menace,Adventure Action Science Fiction ,Qui-GonJinn ObiWanKenobi PadméAmidala ,George Lucas,Lucasfilm 
49519,en,The Croods,Adventure Animation Comedy Family Fantasy ,GrugCrood(voice) EepCrood(voice) Guy(voice) ,Chris Sanders,DreamWorksAnimation 
2395,fr,Asterix at the Olympic Games,Fantasy Adventure Comedy Family ,Asterix Obelix Troubadix ,Thomas Langmann,ConstantinFilm TF1FilmsProductions PathéRennProductions LaPetiteReine TriPictures SorollaFilms NovoRPI Canal+ uFilm Canal+España LeTaxShelterduGouvernementFédéraldeBelgique LesEditionsAlbertRené 
12100,en,Windtalkers,Drama Action History War ,SergeantJoeEnders PrivateBenYahzee SergeantEricHjelmstad ,John Woo,LionRockProductions Metro-Goldwyn-Mayer(MGM) 
