id,original_language,title,genre_list,cast_list,crew_list,comp_list,comb
9804,en,Waterworld,Adventure Action ,Mariner Drifter Gatesman ,Kevin Reynolds,UniversalPictures GordonCompany DavisEntertainment Licht/MuellerFilmCorporation ,Adventure Action Mariner Drifter Gatesman Kevin ReynoldsUniversalPictures GordonCompany DavisEntertainment Licht/MuellerFilmCorporation en
14869,en,G.I. Joe: The Rise of Cobra,Adventure Action Thriller Science Fiction ,GeneralHawk Duke Ripcord ,Stephen Sommers,ParamountPictures SpyglassEntertainment DiBonaventuraPictures Hasbro KontseptFilmCompany ,Adventure Action Thriller Science Fiction GeneralHawk Duke Ripcord Stephen SommersParamountPictures SpyglassEntertainment DiBonaventuraPictures Hasbro KontseptFilmCompany en
150540,en,Inside Out,Drama Comedy Animation Family ,Joy(voice) Sadness(voice) BingBong(voice) ,Pete Docter,WaltDisneyPictures PixarAnimationStudios ,Drama Comedy Animation Family Joy(voice) Sadness(voice) BingBong(voice) Pete DocterWaltDisneyPictures PixarAnimationStudios en
278927,en,The Jungle Book,Family Adventure Drama Fantasy ,Mowgli Baloo(voice) Bagheera(voice) ,Jon Favreau,WaltDisneyPictures WaltDisneyStudiosMotionPictures FairviewEntertainment MovingPictureCompany(MPC) ,Family Adventure Drama Fantasy Mowgli Baloo(voice) Bagheera(voice) Jon FavreauWaltDisneyPictures WaltDisneyStudiosMotionPictures FairviewEntertainment MovingPictureCompany(MPC) en
10138,en,Iron Man 2,Adventure Action Science Fiction ,"TonyStark/IronMan Virginia""Pepper""Potts Lt.Col.James""Rhodey""Rhodes/WarMachine ",Jon Favreau,MarvelStudios ,"Adventure Action Science Fiction TonyStark/IronMan Virginia""Pepper""Potts Lt.Col.James""Rhodey""Rhodes/WarMachine Jon FavreauMarvelStudios en"
58595,en,Snow White and the Huntsman,Adventure Fantasy Drama ,SnowWhite QueenRavenna TheHuntsman ,Rupert Sanders,UniversalPictures RothFilms ,Adventure Fantasy Drama SnowWhite QueenRavenna TheHuntsman Rupert SandersUniversalPictures RothFilms en
102651,en,Maleficent,Fantasy Adventure Action Family Romance ,Maleficent PrincessAurora Stefan ,Robert Stromberg,WaltDisneyPictures WaltDisneyStudiosMotionPictures RothFilms ,Fantasy Adventure Action Family Romance Maleficent PrincessAurora Stefan Robert StrombergWaltDisneyPictures WaltDisneyStudiosMotionPictures RothFilms en
119450,en,Dawn of the Planet of the Apes,Science Fiction Action Drama Thriller ,Caesar Malcolm Dreyfus ,Matt Reeves,IngeniousMedia CherninEntertainment TSGEntertainment ,Science Fiction Action Drama Thriller Caesar Malcolm Dreyfus Matt ReevesIngeniousMedia CherninEntertainment TSGEntertainment en
79698,en,The Lovers,Action Adventure Science Fiction Romance ,JamesStewart/JayFennel ClaraColdstream LauraFennel ,Roland Joffé,Corsan BlissMedia LimelightInternationalMediaEntertainment NeelmudraEntertainment AristosFilms SingularityProductions Wildkite ,Action Adventure Science Fiction Romance JamesStewart/JayFennel ClaraColdstream LauraFennel Roland JofféCorsan BlissMedia LimelightInternationalMediaEntertainment NeelmudraEntertainment AristosFilms SingularityProductions Wildkite en
64686,en,47 Ronin,Drama Action Adventure Fantasy ,Kai KuranosukeÔishi Mika ,Carl Rinsch,MidAtlanticFilms StuberProductions Universal MovingPictureCompany(MPC) H2FEntertainment ,Drama Action Adventure Fantasy Kai KuranosukeÔishi Mika Carl RinschMidAtlanticFilms StuberProductions Universal MovingPictureCompany(MPC) H2FEntertainment en
100402,en,Captain America: The Winter Soldier,Action Adventure Science Fiction ,SteveRogers/CaptainAmerica NickFury NatashaRomanoff/BlackWidow ,Anthony Russo,MarvelStudios ,Action Adventure Science Fiction SteveRogers/CaptainAmerica NickFury NatashaRomanoff/BlackWidow Anthony RussoMarvelStudios en
10192,en,Shrek Forever After,Comedy Adventure Fantasy Animation Family ,Shrek(voice) Donkey(voice) PrincessFiona(voice) ,Mike Mitchell,DreamWorksAnimation ,Comedy Adventure Fantasy Animation Family Shrek(voice) Donkey(voice) PrincessFiona(voice) Mike MitchellDreamWorksAnimation en
158852,en,Tomorrowland,Adventure Family Mystery Science Fiction ,CaseyNewton FrankWalker Athena ,Brad Bird,WaltDisneyPictures Babieka A113 ,Adventure Family Mystery Science Fiction CaseyNewton FrankWalker Athena Brad BirdWaltDisneyPictures Babieka A113 en
177572,en,Big Hero 6,Adventure Family Animation Action Comedy ,Baymax(voice) HiroHamada(voice) TadashiHamada(voice) ,Chris Williams,WaltDisneyPictures WaltDisneyAnimationStudios ,Adventure Family Animation Action Comedy Baymax(voice) HiroHamada(voice) TadashiHamada(voice) Chris WilliamsWaltDisneyPictures WaltDisneyAnimationStudios en
82690,en,Wreck-It Ralph,Family Animation Comedy Adventure ,Wreck-ItRalph(voice) VanellopevonSchweetz(voice) Fix-ItFelix(voice) ,Rich Moore,WaltDisneyAnimationStudios ,Family Animation Comedy Adventure Wreck-ItRalph(voice) VanellopevonSchweetz(voice) Fix-ItFelix(voice) Rich MooreWaltDisneyAnimationStudios en
5255,en,The Polar Express,Adventure Animation Family Fantasy ,HeroBoy/Father/Conductor/Hobo/Scrooge/SantaClaus(voice) Smokey/Steamer(voice) HeroGirl(voice) ,Robert Zemeckis,GoldenMean Playtone ImageMovers ,Adventure Animation Family Fantasy HeroBoy/Father/Conductor/Hobo/Scrooge/SantaClaus(voice) Smokey/Steamer(voice) HeroGirl(voice) Robert ZemeckisGoldenMean Playtone ImageMovers en
47933,en,Independence Day: Resurgence,Action Adventure Science Fiction ,JakeMorrison DavidLevinson PresidentWhitmore ,Roland Emmerich,TwentiethCenturyFoxFilmCorporation CentropolisEntertainment TSGEntertainment StereoD ,Action Adventure Science Fiction JakeMorrison DavidLevinson PresidentWhitmore Roland EmmerichTwentiethCenturyFoxFilmCorporation CentropolisEntertainment TSGEntertainment StereoD en
10191,en,How to Train Your Dragon,Fantasy Adventure Animation Family ,Hiccup Stoick Gobber ,Chris Sanders,DreamWorksAnimation VertigoEntertainment MadHatterEntertainment ,Fantasy Adventure Animation Family Hiccup Stoick Gobber Chris SandersDreamWorksAnimation VertigoEntertainment MadHatterEntertainment en
296,en,Terminator 3: Rise of the Machines,Action Thriller Science Fiction ,TheTerminator JohnConnor KateBrewster ,Jonathan Mostow,ColumbiaPictures IntermediaFilms WarnerBros. C-2Pictures IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG Mostow/LiebermanProductions ,Action Thriller Science Fiction TheTerminator JohnConnor KateBrewster Jonathan MostowColumbiaPictures IntermediaFilms WarnerBros. C-2Pictures IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG Mostow/LiebermanProductions en
118340,en,Guardians of the Galaxy,Action Science Fiction Adventure ,PeterQuill/Star-Lord Gamora DraxtheDestroyer ,James Gunn,MarvelStudios MovingPictureCompany(MPC) BulletproofCupid RevolutionSunStudios ,Action Science Fiction Adventure PeterQuill/Star-Lord Gamora DraxtheDestroyer James GunnMarvelStudios MovingPictureCompany(MPC) BulletproofCupid RevolutionSunStudios en
157336,en,Interstellar,Adventure Drama Science Fiction ,JosephCooper MurphCooper Dr.AmeliaBrand ,Christopher Nolan,ParamountPictures LegendaryPictures WarnerBros. Syncopy LyndaObstProductions ,Adventure Drama Science Fiction JosephCooper MurphCooper Dr.AmeliaBrand Christopher NolanParamountPictures LegendaryPictures WarnerBros. Syncopy LyndaObstProductions en
27205,en,Inception,Action Thriller Science Fiction Mystery Adventure ,DomCobb Arthur Ariadne ,Christopher Nolan,LegendaryPictures WarnerBros. Syncopy ,Action Thriller Science Fiction Mystery Adventure DomCobb Arthur Ariadne Christopher NolanLegendaryPictures WarnerBros. Syncopy en
315011,ja,Shin Godzilla,Action Adventure Drama Horror Science Fiction ,RandoYaguchi:DeputyChiefCabinetSecretary HidekiAkasaka:SpecialAdvisortothePrimeMinister(NationalSecurity) KayokoAnnPatterson:USspecialenvoy ,Hideaki Anno,CineBazar TohoPictures ,Action Adventure Drama Horror Science Fiction RandoYaguchi:DeputyChiefCabinetSecretary HidekiAkasaka:SpecialAdvisortothePrimeMinister(NationalSecurity) KayokoAnnPatterson:USspecialenvoy Hideaki AnnoCineBazar TohoPictures ja
49051,en,The Hobbit: An Unexpected Journey,Adventure Fantasy Action ,Gandalf Bilbo Thorin ,Peter Jackson,WingNutFilms NewLineCinema WarnerBros.Pictures Metro-Goldwyn-Mayer(MGM) ,Adventure Fantasy Action Gandalf Bilbo Thorin Peter JacksonWingNutFilms NewLineCinema WarnerBros.Pictures Metro-Goldwyn-Mayer(MGM) en
9799,en,The Fast and the Furious,Action Crime Thriller ,BrianO'Conner DominicToretto LettyOrtiz ,Rob Cohen,UniversalPictures OriginalFilm ArdustryEntertainment MediastreamFilmGmbH&Co.ProductionsKG ,Action Crime Thriller BrianO'Conner DominicToretto LettyOrtiz Rob CohenUniversalPictures OriginalFilm ArdustryEntertainment MediastreamFilmGmbH&Co.ProductionsKG en
4922,en,The Curious Case of Benjamin Button,Fantasy Drama Thriller Mystery Romance ,Daisy BenjaminButton ElizabethAbbott ,David Fincher,"ParamountPictures WarnerBros. Kennedy/MarshallCompany,The ","Fantasy Drama Thriller Mystery Romance Daisy BenjaminButton ElizabethAbbott David FincherParamountPictures WarnerBros. Kennedy/MarshallCompany,The en"
49538,en,X-Men: First Class,Action Science Fiction Adventure ,CharlesXavier/ProfessorX ErikLehnsherr/Magneto RavenDarkholme/Mystique ,Matthew Vaughn,IngeniousFilmPartners IngeniousMedia TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment DuneEntertainmentIII MarvelEntertainment BadHatHarryProductions BigScreenProductions ,Action Science Fiction Adventure CharlesXavier/ProfessorX ErikLehnsherr/Magneto RavenDarkholme/Mystique Matthew VaughnIngeniousFilmPartners IngeniousMedia TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment DuneEntertainmentIII MarvelEntertainment BadHatHarryProductions BigScreenProductions en
131634,en,The Hunger Games: Mockingjay - Part 2,Action Adventure Science Fiction ,KatnissEverdeen PeetaMellark GaleHawthorne ,Francis Lawrence,StudioBabelsberg Lionsgate ColorForce ,Action Adventure Science Fiction KatnissEverdeen PeetaMellark GaleHawthorne Francis LawrenceStudioBabelsberg Lionsgate ColorForce en
27022,en,The Sorcerer's Apprentice,Fantasy Adventure Action Comedy Drama ,BalthazarBlake DaveStutler VeronicaGorloisen ,Jon Turteltaub,WaltDisneyPictures JerryBruckheimerFilms SaturnFilms BrokenRoadProductions JunctionEntertainment ,Fantasy Adventure Action Comedy Drama BalthazarBlake DaveStutler VeronicaGorloisen Jon TurteltaubWaltDisneyPictures JerryBruckheimerFilms SaturnFilms BrokenRoadProductions JunctionEntertainment en
503,en,Poseidon,Adventure Action Drama Thriller ,RobertRamsey RichardNelson DylanJohns ,Wolfgang Petersen,VirtualStudios NextEntertainment WarnerBros. IrwinAllenProductions RadiantProductions SynthesisEntertainment ,Adventure Action Drama Thriller RobertRamsey RichardNelson DylanJohns Wolfgang PetersenVirtualStudios NextEntertainment WarnerBros. IrwinAllenProductions RadiantProductions SynthesisEntertainment en
241259,en,Alice Through the Looking Glass,Fantasy ,MadHatter AliceKingsleigh WhiteQueen ,James Bobin,WaltDisneyPictures TeamTodd TimBurtonProductions RothFilms Legend3D ,Fantasy MadHatter AliceKingsleigh WhiteQueen James BobinWaltDisneyPictures TeamTodd TimBurtonProductions RothFilms Legend3D en
810,en,Shrek the Third,Fantasy Adventure Animation Comedy Family ,Shrek(voice) Donkey(voice) PrincessFiona(voice) ,Chris Miller,DreamWorksSKG DreamWorksAnimation ,Fantasy Adventure Animation Comedy Family Shrek(voice) Donkey(voice) PrincessFiona(voice) Chris MillerDreamWorksSKG DreamWorksAnimation en
68735,en,Warcraft,Action Adventure Fantasy ,GaronaHalforcen AnduinLothar Medivh ,Duncan Jones,UniversalPictures AtlasEntertainment LegendaryPictures BlizzardEntertainment ,Action Adventure Fantasy GaronaHalforcen AnduinLothar Medivh Duncan JonesUniversalPictures AtlasEntertainment LegendaryPictures BlizzardEntertainment en
87101,en,Terminator Genisys,Science Fiction Action Thriller Adventure ,TheTerminator JohnConnor SarahConnor ,Alan Taylor,ParamountPictures AnnapurnaPictures SkydanceMedia ,Science Fiction Action Thriller Adventure TheTerminator JohnConnor SarahConnor Alan TaylorParamountPictures AnnapurnaPictures SkydanceMedia en
10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure Family Fantasy ,EdmundPrevensie LucyPevensie Reepicheep(Voice) ,Michael Apted,DuneEntertainment Fox2000Pictures WaldenMedia ,Adventure Family Fantasy EdmundPrevensie LucyPevensie Reepicheep(Voice) Michael AptedDuneEntertainment Fox2000Pictures WaldenMedia en
676,en,Pearl Harbor,History Romance War ,Capt.RafeMcCawley Capt.DannyWalker NurseLt.EvelynJohnson ,Michael Bay,JerryBruckheimerFilms TouchstonePictures ,History Romance War Capt.RafeMcCawley Capt.DannyWalker NurseLt.EvelynJohnson Michael BayJerryBruckheimerFilms TouchstonePictures en
1858,en,Transformers,Adventure Science Fiction Action ,SamWitwicky CaptainLennox MikaelaBanes ,Michael Bay,ParamountPictures DreamWorksSKG AmblinEntertainment DiBonaventuraPictures PlatinumDunes thinkfilm SprocketHeads HasbroStudios RevolutionSunStudios ,Adventure Science Fiction Action SamWitwicky CaptainLennox MikaelaBanes Michael BayParamountPictures DreamWorksSKG AmblinEntertainment DiBonaventuraPictures PlatinumDunes thinkfilm SprocketHeads HasbroStudios RevolutionSunStudios en
1966,en,Alexander,War History Action Adventure Drama Romance ,Alexander Olympias Philip ,Oliver Stone,France3Cinéma IntermediaFilms PathéRennProductions EgmondFilm&Television WarnerBros. PacificaFilm IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG WRUniversalGroup ,War History Action Adventure Drama Romance Alexander Olympias Philip Oliver StoneFrance3Cinéma IntermediaFilms PathéRennProductions EgmondFilm&Television WarnerBros. PacificaFilm IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG WRUniversalGroup en
675,en,Harry Potter and the Order of the Phoenix,Adventure Fantasy Family Mystery ,HarryPotter RonWeasley HermioneGranger ,David Yates,WarnerBros. HeydayFilms ,Adventure Fantasy Family Mystery HarryPotter RonWeasley HermioneGranger David YatesWarnerBros. HeydayFilms en
674,en,Harry Potter and the Goblet of Fire,Adventure Fantasy Family ,HarryPotter RonWeasley HermioneGranger ,Mike Newell,PatalexIVProductionsLimited WarnerBros. HeydayFilms ,Adventure Fantasy Family HarryPotter RonWeasley HermioneGranger Mike NewellPatalexIVProductionsLimited WarnerBros. HeydayFilms en
8960,en,Hancock,Fantasy Action ,JohnHancock MaryEmbrey RayEmbrey ,Peter Berg,ColumbiaPictures WeedRoadPictures ForwardPass RelativityMedia OverbrookEntertainment BlueLight GHThree ,Fantasy Action JohnHancock MaryEmbrey RayEmbrey Peter BergColumbiaPictures WeedRoadPictures ForwardPass RelativityMedia OverbrookEntertainment BlueLight GHThree en
6479,en,I Am Legend,Drama Horror Action Thriller Science Fiction ,RobertNeville AnnaMontez Ethan ,Francis Lawrence,VillageRoadshowPictures OriginalFilm WeedRoadPictures WarnerBros. HeydayFilms OverbrookEntertainment ,Drama Horror Action Thriller Science Fiction RobertNeville AnnaMontez Ethan Francis LawrenceVillageRoadshowPictures OriginalFilm WeedRoadPictures WarnerBros. HeydayFilms OverbrookEntertainment en
118,en,Charlie and the Chocolate Factory,Adventure Comedy Family Fantasy ,WillyWonka CharlieBucket GrandpaJoe ,Tim Burton,VillageRoadshowPictures TheZanuckCompany WarnerBros. TimBurtonProductions PlanBEntertainment TheobaldFilmProductions ,Adventure Comedy Family Fantasy WillyWonka CharlieBucket GrandpaJoe Tim BurtonVillageRoadshowPictures TheZanuckCompany WarnerBros. TimBurtonProductions PlanBEntertainment TheobaldFilmProductions en
2062,en,Ratatouille,Animation Comedy Family Fantasy ,Remy(voice) Skinner(voice) Linguini(voice) ,Jan Pinkava,WaltDisneyPictures PixarAnimationStudios ,Animation Comedy Family Fantasy Remy(voice) Skinner(voice) Linguini(voice) Jan PinkavaWaltDisneyPictures PixarAnimationStudios en
272,en,Batman Begins,Action Crime Drama ,BruceWayne/Batman AlfredPennyworth HenriDucard ,Christopher Nolan,DCComics LegendaryPictures WarnerBros. DCEntertainment Syncopy PatalexIIIProductionsLimited ,Action Crime Drama BruceWayne/Batman AlfredPennyworth HenriDucard Christopher NolanDCComics LegendaryPictures WarnerBros. DCEntertainment Syncopy PatalexIIIProductionsLimited en
10527,en,Madagascar: Escape 2 Africa,Family Animation ,Alex(voice) Gloria(voice) Melman(voice) ,Eric Darnell,DreamWorksAnimation ,Family Animation Alex(voice) Gloria(voice) Melman(voice) Eric DarnellDreamWorksAnimation en
18360,en,Night at the Museum: Battle of the Smithsonian,Adventure Fantasy Action Comedy Family ,LarryDaley AmeliaEarhart JedediahSmith ,Shawn Levy,TwentiethCenturyFoxFilmCorporation 1492Pictures DuneEntertainment 21LapsEntertainment MuseumCanadaProductions MovingPictureCompany(MPC) ,Adventure Fantasy Action Comedy Family LarryDaley AmeliaEarhart JedediahSmith Shawn LevyTwentiethCenturyFoxFilmCorporation 1492Pictures DuneEntertainment 21LapsEntertainment MuseumCanadaProductions MovingPictureCompany(MPC) en
2080,en,X-Men Origins: Wolverine,Adventure Action Thriller Science Fiction ,Logan/Wolverine/WeaponX VictorCreed/Sabretooth Stryker ,Gavin Hood,IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment SeedProductions BadHatHarryProductions BigScreenProductions MarvelEnterprises ,Adventure Action Thriller Science Fiction Logan/Wolverine/WeaponX VictorCreed/Sabretooth Stryker Gavin HoodIngeniousFilmPartners TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment SeedProductions BadHatHarryProductions BigScreenProductions MarvelEnterprises en
605,en,The Matrix Revolutions,Adventure Action Thriller Science Fiction ,"Thomas""Neo""Anderson Morpheus Trinity ",Lilly Wachowski,VillageRoadshowPictures NPVEntertainment SilverPictures WarnerBros. ,"Adventure Action Thriller Science Fiction Thomas""Neo""Anderson Morpheus Trinity Lilly WachowskiVillageRoadshowPictures NPVEntertainment SilverPictures WarnerBros. en"
109445,en,Frozen,Animation Adventure Family ,Anna(voice) Elsa(voice) Kristoff(voice) ,Chris Buck,WaltDisneyPictures WaltDisneyAnimationStudios ,Animation Adventure Family Anna(voice) Elsa(voice) Kristoff(voice) Chris BuckWaltDisneyPictures WaltDisneyAnimationStudios en
604,en,The Matrix Reloaded,Adventure Action Thriller Science Fiction ,"Thomas""Neo""Anderson Trinity Morpheus ",Lilly Wachowski,VillageRoadshowPictures NPVEntertainment HeinekenBrandedEntertainment SilverPictures WarnerBros. ,"Adventure Action Thriller Science Fiction Thomas""Neo""Anderson Trinity Morpheus Lilly WachowskiVillageRoadshowPictures NPVEntertainment HeinekenBrandedEntertainment SilverPictures WarnerBros. en"
